source,target,weight,track_name,artists,preview,track_id,source_id,target_id
Bad Bunny,Jhay Cortez,6,Tarot,"Bad Bunny, Jhay Cortez",https://p.scdn.co/mp3-preview/db8db5f15768f239548f3499bdd12bfcc6ce063f?cid=774b29d4f13844c495f206cafdad9c86,41oY4WCTj5kccfesTVFnvN,4q3ewBCX7sLwd24euuV69X,0EFisYRi20PTADoJrifHrz
Bad Bunny,Tony Dize,1,La Corriente,"Bad Bunny, Tony Dize",https://p.scdn.co/mp3-preview/5b652748ee9a5a10433e28fa0f63f365b8bf58c2?cid=774b29d4f13844c495f206cafdad9c86,1797zYiX4cKosMH836X9Gt,4q3ewBCX7sLwd24euuV69X,3LKXWvXFWrkwUzJWxzwVpW
Bad Bunny,Rauw Alejandro,1,Party,"Bad Bunny, Rauw Alejandro",https://p.scdn.co/mp3-preview/4982ab22ba534ab700ddc1f2f9ac143baaad7e24?cid=774b29d4f13844c495f206cafdad9c86,4tYFy8ALRjIZvnvSLw5lxN,4q3ewBCX7sLwd24euuV69X,1mcTU81TzQhprhouKaTkpq
Bad Bunny,Bomba Estéreo,1,Ojitos Lindos,"Bad Bunny, Bomba Estéreo",https://p.scdn.co/mp3-preview/3cd0d6fb21cdca047df503d9df5bd617c08c04d8?cid=774b29d4f13844c495f206cafdad9c86,3k3NWokhRRkEPhCzPmV8TW,4q3ewBCX7sLwd24euuV69X,5n9bMYfz9qss2VOW89EVs2
Bad Bunny,Buscabulla,1,Andrea,"Bad Bunny, Buscabulla",https://p.scdn.co/mp3-preview/09536841505c58600d3b685098600412558836c1?cid=774b29d4f13844c495f206cafdad9c86,44XjoNvtwevktFKjvVe1vH,4q3ewBCX7sLwd24euuV69X,0MoaBi6dSquXp6rrlqlF8R
Bad Bunny,Tainy,4,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Tainy, Bad Bunny, Julieta Venegas",https://p.scdn.co/mp3-preview/997d024aaabd3188e9842acc0c358df5e1460df7?cid=774b29d4f13844c495f206cafdad9c86,4gzsuuZypVbxs0Af1LSZyB,4q3ewBCX7sLwd24euuV69X,0GM7qgcRCORpGnfcN2tCiB
Bad Bunny,ROSALÍA,1,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",https://p.scdn.co/mp3-preview/d843fb10f6c38bbe76680b47e8679bbe31650c19?cid=774b29d4f13844c495f206cafdad9c86,2XIc1pqjXV3Cr2BQUGNBck,4q3ewBCX7sLwd24euuV69X,7ltDVBr6mKbRvohxheJ9h1
Bad Bunny,Zion & Lennox,1,MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox",https://p.scdn.co/mp3-preview/6000f2613360c584cfeb9bf0a70e8009cb9f7976?cid=774b29d4f13844c495f206cafdad9c86,4EJHKSnHENfjOxXWryyNtL,4q3ewBCX7sLwd24euuV69X,21451j1KhjAiaYKflxBjr1
Bad Bunny,Yandel,3,CANCIÓN CON YANDEL,"Yandel, Bad Bunny",https://p.scdn.co/mp3-preview/502b2bbed9899250999344041c0f06385f0366da?cid=774b29d4f13844c495f206cafdad9c86,3pm4XtcsRIFFtH2UErk62R,4q3ewBCX7sLwd24euuV69X,0eHQ9o50hj6ZDNBt6Ys1sD
Bad Bunny,Don Omar,1,PA' ROMPERLA,"Bad Bunny, Don Omar",https://p.scdn.co/mp3-preview/acbeb16d2a372881639cfe7f6eef580ffba8cb11?cid=774b29d4f13844c495f206cafdad9c86,5XqCz18k96K8tx6DAYM97i,4q3ewBCX7sLwd24euuV69X,33ScadVnbm2X8kkUqOkC6Z
Bad Bunny,Nicky Jam,4,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",https://p.scdn.co/mp3-preview/8dc93bba37297078743568d71b4d920de5ef762c?cid=774b29d4f13844c495f206cafdad9c86,3V8UKqhEK5zBkBb6d6ub8i,4q3ewBCX7sLwd24euuV69X,1SupJlEpv7RS2tPNRaHViT
Bad Bunny,Daddy Yankee,6,La Santa,"Bad Bunny, Daddy Yankee",https://p.scdn.co/mp3-preview/121e870213633f13fe89595c590e47be052f5e2a?cid=774b29d4f13844c495f206cafdad9c86,69vlMrzHwATKzupwNcUPyK,4q3ewBCX7sLwd24euuV69X,4VMYDCV2IEDYJArk749S6m
Bad Bunny,Yaviah,1,Bichiyal,"Bad Bunny, Yaviah",https://p.scdn.co/mp3-preview/34928a1005d07a06a768ea1f352c1a8dfed038df?cid=774b29d4f13844c495f206cafdad9c86,4j4w4CXm6BSr0s25wAWrrX,4q3ewBCX7sLwd24euuV69X,0Y30TbA4p8SAfCzy2AFBa8
Bad Bunny,Ñengo Flow,3,Diles,"Bad Bunny, Ozuna, Farruko, Arcangel, Ñengo Flow, DJ Luian, Mambo Kingz",https://p.scdn.co/mp3-preview/0a4fa12dea105b71d7e0a9facddc6b8cfe138af5?cid=774b29d4f13844c495f206cafdad9c86,6C1RD7YQVvt3YQj0CmuTeu,4q3ewBCX7sLwd24euuV69X,12vb80Km0Ew53ABfJOepVz
Bad Bunny,Sech,3,Volando - Remix,"Mora, Bad Bunny, Sech",https://p.scdn.co/mp3-preview/6a302c41a3f9f2a7a757b4e83e524c37e668e8c6?cid=774b29d4f13844c495f206cafdad9c86,0G2zPzWqVjR68iNPmx2TBe,4q3ewBCX7sLwd24euuV69X,77ziqFxp5gaInVrF2lj4ht
Bad Bunny,Mora,2,Volando - Remix,"Mora, Bad Bunny, Sech",https://p.scdn.co/mp3-preview/6a302c41a3f9f2a7a757b4e83e524c37e668e8c6?cid=774b29d4f13844c495f206cafdad9c86,0G2zPzWqVjR68iNPmx2TBe,4q3ewBCX7sLwd24euuV69X,0Q8NcsJwoCbZOHHW63su5S
Bad Bunny,Jowell & Randy,1,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",https://p.scdn.co/mp3-preview/161fd43b212f9ed0077665c7cb73d2a5469c1527?cid=774b29d4f13844c495f206cafdad9c86,2DEZmgHKAvm41k4J3R2E9Y,4q3ewBCX7sLwd24euuV69X,4IMAo2UQchVFyPH24PAjUs
Bad Bunny,Anuel AA,2,Está Cabrón Ser Yo,"Bad Bunny, Anuel AA",https://p.scdn.co/mp3-preview/0859f08bb1b6a80c229ae4930b105ce262da94f7?cid=774b29d4f13844c495f206cafdad9c86,4saHEjXw7O1NXJOzBkUKKG,4q3ewBCX7sLwd24euuV69X,2R21vXR83lH98kGeO99Y66
Bad Bunny,Myke Towers,2,Puesto Pa' Guerrial,"Bad Bunny, Myke Towers",https://p.scdn.co/mp3-preview/49980ffcfbdc25e197df786461a5f441d0ebbf06?cid=774b29d4f13844c495f206cafdad9c86,5gCg2qMPzKkW4jS4dBKdDs,4q3ewBCX7sLwd24euuV69X,7iK8PXO48WeuP03g8YR51W
Bad Bunny,Kendo Kaponi,1,P FKN R,"Bad Bunny, Kendo Kaponi, Arcangel",https://p.scdn.co/mp3-preview/608f3e482c7505a9c6519c93669da272a54fb1ae?cid=774b29d4f13844c495f206cafdad9c86,0fgsKar6uBO08vzHXkTjWi,4q3ewBCX7sLwd24euuV69X,1WMwuNKzEFtU6pPkdtryYS
Bad Bunny,Arcangel,12,Diles,"Bad Bunny, Ozuna, Farruko, Arcangel, Ñengo Flow, DJ Luian, Mambo Kingz",https://p.scdn.co/mp3-preview/0a4fa12dea105b71d7e0a9facddc6b8cfe138af5?cid=774b29d4f13844c495f206cafdad9c86,6C1RD7YQVvt3YQj0CmuTeu,4q3ewBCX7sLwd24euuV69X,4SsVbpTthjScTS7U2hmr1X
Bad Bunny,Duki,2,Loca - Remix,"KHEA, Bad Bunny, Duki, Cazzu",https://p.scdn.co/mp3-preview/a2deeb347df776468ac9dd12d3c330c6c77804da?cid=774b29d4f13844c495f206cafdad9c86,2ECIwi1a7mfokdDkkJ08Ne,4q3ewBCX7sLwd24euuV69X,1bAftSH8umNcGZ0uyV7LMg
Bad Bunny,Pablo Chill-E,1,Hablamos Mañana,"Bad Bunny, Duki, Pablo Chill-E",https://p.scdn.co/mp3-preview/99d4baf77eddf06e4d7f36241cf31326f25810dc?cid=774b29d4f13844c495f206cafdad9c86,1V8XneTrX6kKeoxYbk4x6h,4q3ewBCX7sLwd24euuV69X,2XcZshqzPKm3iZcmt73R8D
Bad Bunny,J Balvin,10,UN PESO,"J Balvin, Bad Bunny, Marciano Cantero",https://p.scdn.co/mp3-preview/f318e0b0fa5077eb0e486c16b119c8e6eb3cc04c?cid=774b29d4f13844c495f206cafdad9c86,7hynhxDoDpgMIV12JuVtNa,4q3ewBCX7sLwd24euuV69X,1vyhD5VmyZ7KMfW5gqLgo5
Bad Bunny,Marciano Cantero,1,UN PESO,"J Balvin, Bad Bunny, Marciano Cantero",https://p.scdn.co/mp3-preview/f318e0b0fa5077eb0e486c16b119c8e6eb3cc04c?cid=774b29d4f13844c495f206cafdad9c86,7hynhxDoDpgMIV12JuVtNa,4q3ewBCX7sLwd24euuV69X,5QzDzXfXC5lepOBeQXBiVO
Bad Bunny,El Alfa,1,La Romana,"Bad Bunny, El Alfa",https://p.scdn.co/mp3-preview/f03e5195be95735ef839d1003044263517808900?cid=774b29d4f13844c495f206cafdad9c86,1khmgu0pveJbkbpbkyvcQv,4q3ewBCX7sLwd24euuV69X,2oQX8QiMXOyuqbcZEFsZfm
Bad Bunny,Julieta Venegas,1,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Tainy, Bad Bunny, Julieta Venegas",https://p.scdn.co/mp3-preview/997d024aaabd3188e9842acc0c358df5e1460df7?cid=774b29d4f13844c495f206cafdad9c86,4gzsuuZypVbxs0Af1LSZyB,4q3ewBCX7sLwd24euuV69X,2QWIScpFDNxmS6ZEMIUvgm
Bad Bunny,Aventura,1,Volví,"Aventura, Bad Bunny",https://p.scdn.co/mp3-preview/e1b8dd8e6f703ba1f3b2c56807b64002ac4868a6?cid=774b29d4f13844c495f206cafdad9c86,2vmfvSoZBFAt9hhRoEByLi,4q3ewBCX7sLwd24euuV69X,1qto4hHid1P71emI6Fd8xi
Bad Bunny,Nio Garcia,2,AM Remix,"Nio Garcia, J Balvin, Bad Bunny",https://p.scdn.co/mp3-preview/653fe766f66b6357c2b8495848d97be9f91e0c99?cid=774b29d4f13844c495f206cafdad9c86,05bfbizlM5AX6Mf1RRyMho,4q3ewBCX7sLwd24euuV69X,5hdhHgpxyniooUiQVaPxQ0
Bad Bunny,Luar La L,1,100 MILLONES,"Bad Bunny, Luar La L",https://p.scdn.co/mp3-preview/a3a23a1f1902a31ac72c017c0671c7590e0b9241?cid=774b29d4f13844c495f206cafdad9c86,4Ixc50wY5pbUvNEogTQ2wL,4q3ewBCX7sLwd24euuV69X,4axKuDPr6WKcDCyh8vueTY
Bad Bunny,Ivy Queen,1,Yo Perreo Sola - Remix,"Bad Bunny, Nesi, Ivy Queen",https://p.scdn.co/mp3-preview/3e3b16b6385dc11ef5daeb942728de9e821559e9?cid=774b29d4f13844c495f206cafdad9c86,2cpteAYHcd4cjSxAeCkA52,4q3ewBCX7sLwd24euuV69X,6p2442ymrT9lZEuCZJdYcH
Bad Bunny,Ricky Martin,1,Cántalo,"Ricky Martin, Residente, Bad Bunny",https://p.scdn.co/mp3-preview/ea7463a8737246abd7bdfbf2ca0cc33000d0c926?cid=774b29d4f13844c495f206cafdad9c86,7MkFd0UDHlILDrhBjGZH5K,4q3ewBCX7sLwd24euuV69X,7slfeZO9LsJbWgpkIoXBUJ
Bad Bunny,Omy de Oro,1,Subimos de Rango,"Omy de Oro, Bad Bunny, Shootter Ledo",https://p.scdn.co/mp3-preview/642ea980ced069714db08603f743225d78495df6?cid=774b29d4f13844c495f206cafdad9c86,4yZI69ElgxddAUGNJjzc0j,4q3ewBCX7sLwd24euuV69X,65jIUih0ZeTUJhSTRuYxpi
Bad Bunny,Eladio Carrion,1,Kemba Walker,"Eladio Carrion, Bad Bunny",https://p.scdn.co/mp3-preview/e66cede5d2a9621b2fbc38da658bd4e4a30c67b5?cid=774b29d4f13844c495f206cafdad9c86,38kLHBjtWJaPXcyFhwRVtI,4q3ewBCX7sLwd24euuV69X,5XJDexmWFLWOkjOEjOVX3e
Bad Bunny,Lunay,1,Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny",https://p.scdn.co/mp3-preview/97aa758831ec341e1cfd8f8f507d53422400948c?cid=774b29d4f13844c495f206cafdad9c86,1c0hsvHLELX6y8qymnpLKL,4q3ewBCX7sLwd24euuV69X,47MpMsUfWtgyIIBEFOr4FE
Bad Bunny,Marc Anthony,1,Está Rico,"Marc Anthony, Will Smith, Bad Bunny",https://p.scdn.co/mp3-preview/d345cdef8cf053c618aa52d99f26971bd2c1aa98?cid=774b29d4f13844c495f206cafdad9c86,2wRkBumdItthjYP9XknImg,4q3ewBCX7sLwd24euuV69X,4wLXwxDeWQ8mtUIRPxGiD6
Bad Bunny,Pacho El Antifeka,1,Como Soy,"Pacho El Antifeka, Daddy Yankee, Bad Bunny",https://p.scdn.co/mp3-preview/147ba666bdd8f44bcd3abc2249f9c76ba9e18925?cid=774b29d4f13844c495f206cafdad9c86,6l2UmWFHtPqgWq0hnqlfJT,4q3ewBCX7sLwd24euuV69X,03Enzet8KLMkjdeQnbqbmn
Bad Bunny,"Héctor ""El Father""",1,Vamos Pa' la Calle,,,,4q3ewBCX7sLwd24euuV69X,2TjgzYcbTdsZjbT9OItIeB
Bad Bunny,Ñejo,1,¿Cual Es Tu Plan?,"Bad Bunny, Ñejo, Pj Sin Suela, DJ Nelson",https://p.scdn.co/mp3-preview/20579555384fd759af8a4a55574664b2493c7cac?cid=774b29d4f13844c495f206cafdad9c86,45jM2fuCq0NHD9p7xn0ptd,4q3ewBCX7sLwd24euuV69X,2OHKEe204spO7G7NcbeO2o
Bad Bunny,Pj Sin Suela,1,¿Cual Es Tu Plan?,"Bad Bunny, Ñejo, Pj Sin Suela, DJ Nelson",https://p.scdn.co/mp3-preview/20579555384fd759af8a4a55574664b2493c7cac?cid=774b29d4f13844c495f206cafdad9c86,45jM2fuCq0NHD9p7xn0ptd,4q3ewBCX7sLwd24euuV69X,0AdjzZxHJ4MfbImx2rD0Df
Bad Bunny,DJ Nelson,1,¿Cual Es Tu Plan?,"Bad Bunny, Ñejo, Pj Sin Suela, DJ Nelson",https://p.scdn.co/mp3-preview/20579555384fd759af8a4a55574664b2493c7cac?cid=774b29d4f13844c495f206cafdad9c86,45jM2fuCq0NHD9p7xn0ptd,4q3ewBCX7sLwd24euuV69X,2ydZrTy8U3kOMOzx20s3dg
Bad Bunny,Bryant Myers,7,Pa Ti,"Bad Bunny, Bryant Myers",https://p.scdn.co/mp3-preview/51b743f1bee8d92ff0befd74667adc72321b01b1?cid=774b29d4f13844c495f206cafdad9c86,2QrGCbW0ylj94JfkgLZFlA,4q3ewBCX7sLwd24euuV69X,6w9ToX5slZ4uIdmD17hJ3c
Bad Bunny,Casper Magico,1,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",https://p.scdn.co/mp3-preview/8dc93bba37297078743568d71b4d920de5ef762c?cid=774b29d4f13844c495f206cafdad9c86,3V8UKqhEK5zBkBb6d6ub8i,4q3ewBCX7sLwd24euuV69X,1fux65HMCBvfJHqlBc4Nno
Bad Bunny,Darell,2,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",https://p.scdn.co/mp3-preview/8dc93bba37297078743568d71b4d920de5ef762c?cid=774b29d4f13844c495f206cafdad9c86,3V8UKqhEK5zBkBb6d6ub8i,4q3ewBCX7sLwd24euuV69X,1TtXnWcUs0FCkaZDPGYHdf
Bad Bunny,Ozuna,4,Diles,"Bad Bunny, Ozuna, Farruko, Arcangel, Ñengo Flow, DJ Luian, Mambo Kingz",https://p.scdn.co/mp3-preview/0a4fa12dea105b71d7e0a9facddc6b8cfe138af5?cid=774b29d4f13844c495f206cafdad9c86,6C1RD7YQVvt3YQj0CmuTeu,4q3ewBCX7sLwd24euuV69X,1i8SpTcr7yvPOmcqrbnVXY
Bad Bunny,Cosculluela,3,Madura (feat. Bad Bunny),"Cosculluela, Bad Bunny",https://p.scdn.co/mp3-preview/b4f1b725e99b518282c9838369d4b0b75b0519ac?cid=774b29d4f13844c495f206cafdad9c86,0r9d60ZYPAlFHq8qnUtkXN,4q3ewBCX7sLwd24euuV69X,00me4Ke1LsvMxt5kydlMyU
Bad Bunny,Noriel,6,Me Mata,"Bad Bunny, Mambo Kingz, DJ Luian, Arcangel, Almighty, Bryant Myers, Noriel, Baby Rasta, Brytiago",https://p.scdn.co/mp3-preview/f91a153f4e47c4a6fc9fe768fb51593f3a4f8b86?cid=774b29d4f13844c495f206cafdad9c86,2wgDAPgBhFA7pnIbm0YOhP,4q3ewBCX7sLwd24euuV69X,3RtNN1VnooWEn3KQk03DUL
Bad Bunny,Brytiago,3,Me Mata,"Bad Bunny, Mambo Kingz, DJ Luian, Arcangel, Almighty, Bryant Myers, Noriel, Baby Rasta, Brytiago",https://p.scdn.co/mp3-preview/f91a153f4e47c4a6fc9fe768fb51593f3a4f8b86?cid=774b29d4f13844c495f206cafdad9c86,2wgDAPgBhFA7pnIbm0YOhP,4q3ewBCX7sLwd24euuV69X,00XhexlJEXQstHimpZN910
Bad Bunny,Revol,2,Caile,"Bad Bunny, Bryant Myers, De La Ghetto, Revol, Zion",https://p.scdn.co/mp3-preview/d7c8d8de3dbc302745e4d81b562eab77cc42dd57?cid=774b29d4f13844c495f206cafdad9c86,5lr877wwUsB8inLGywHKxa,4q3ewBCX7sLwd24euuV69X,2wYOpkTJZGByNEOjEnSmoW
Bad Bunny,De La Ghetto,2,Caile,"Bad Bunny, Bryant Myers, De La Ghetto, Revol, Zion",https://p.scdn.co/mp3-preview/d7c8d8de3dbc302745e4d81b562eab77cc42dd57?cid=774b29d4f13844c495f206cafdad9c86,5lr877wwUsB8inLGywHKxa,4q3ewBCX7sLwd24euuV69X,3EiLUeyEcA6fbRPSHkG5kb
Bad Bunny,KHEA,1,Loca - Remix,"KHEA, Bad Bunny, Duki, Cazzu",https://p.scdn.co/mp3-preview/a2deeb347df776468ac9dd12d3c330c6c77804da?cid=774b29d4f13844c495f206cafdad9c86,2ECIwi1a7mfokdDkkJ08Ne,4q3ewBCX7sLwd24euuV69X,4m6ubhNsdwF4psNf3R8kwR
Bad Bunny,Cazzu,1,Loca - Remix,"KHEA, Bad Bunny, Duki, Cazzu",https://p.scdn.co/mp3-preview/a2deeb347df776468ac9dd12d3c330c6c77804da?cid=774b29d4f13844c495f206cafdad9c86,2ECIwi1a7mfokdDkkJ08Ne,4q3ewBCX7sLwd24euuV69X,6w3SkAHYPsQ1bxV7VDlG5y
Bad Bunny,Alex Sensation,1,Fantasía,"Alex Sensation, Bad Bunny",https://p.scdn.co/mp3-preview/961281f3e3c7c684791ac1750359411768a7b0fb?cid=774b29d4f13844c495f206cafdad9c86,72BQwM1wnBQCbjwjRu1rmF,4q3ewBCX7sLwd24euuV69X,0OROVBEZCocg0FcgJpyBse
Bad Bunny,Benny Benni,1,El Combo Me Llama 2,"Benny Benni, Daddy Yankee, Bad Bunny, Pusho, Farruko, Noriel, Miky Woodz",https://p.scdn.co/mp3-preview/a94633d6cdb73b06465cb6fa5c55f601dfcb4bd4?cid=774b29d4f13844c495f206cafdad9c86,4uuGltp3Z6d0IUxsSf4xFl,4q3ewBCX7sLwd24euuV69X,5gUZ67Vzi1FV2SnrWl1GlE
Bad Bunny,Pusho,1,El Combo Me Llama 2,"Benny Benni, Daddy Yankee, Bad Bunny, Pusho, Farruko, Noriel, Miky Woodz",https://p.scdn.co/mp3-preview/a94633d6cdb73b06465cb6fa5c55f601dfcb4bd4?cid=774b29d4f13844c495f206cafdad9c86,4uuGltp3Z6d0IUxsSf4xFl,4q3ewBCX7sLwd24euuV69X,2qbEtwBVyobgpNP5KcHE9J
Bad Bunny,Farruko,5,Diles,"Bad Bunny, Ozuna, Farruko, Arcangel, Ñengo Flow, DJ Luian, Mambo Kingz",https://p.scdn.co/mp3-preview/0a4fa12dea105b71d7e0a9facddc6b8cfe138af5?cid=774b29d4f13844c495f206cafdad9c86,6C1RD7YQVvt3YQj0CmuTeu,4q3ewBCX7sLwd24euuV69X,329e4yvIujISKGKz1BZZbO
Bad Bunny,Miky Woodz,1,El Combo Me Llama 2,"Benny Benni, Daddy Yankee, Bad Bunny, Pusho, Farruko, Noriel, Miky Woodz",https://p.scdn.co/mp3-preview/a94633d6cdb73b06465cb6fa5c55f601dfcb4bd4?cid=774b29d4f13844c495f206cafdad9c86,4uuGltp3Z6d0IUxsSf4xFl,4q3ewBCX7sLwd24euuV69X,1pf0MPKfKdvS8J779mS1Ay
Bad Bunny,Natti Natasha,1,Amantes de una Noche,"Natti Natasha, Bad Bunny",https://p.scdn.co/mp3-preview/d2ad0210ae892db3c8135f9245a801da054a4120?cid=774b29d4f13844c495f206cafdad9c86,2iCOdoyDmWG3hWkbtH1KB2,4q3ewBCX7sLwd24euuV69X,1GDbiv3spRmZ1XdM1jQbT7
Bad Bunny,Rvssian,2,Krippy Kush (feat. 21 Savage & Rvssian) - Remix,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage, Rvssian",https://p.scdn.co/mp3-preview/84abc58de3edbe615b45a5d4fba3ab548c68386d?cid=774b29d4f13844c495f206cafdad9c86,038kavjqUaGIYZL5lYocvX,4q3ewBCX7sLwd24euuV69X,1fctva4kpRbg2k3v7kwRuS
Bad Bunny,KAROL G,2,Ahora Me Llama - Remix,"KAROL G, Bad Bunny, Quavo",https://p.scdn.co/mp3-preview/7e7e6ad2ee6824b6215cc8576671e583b51741d3?cid=774b29d4f13844c495f206cafdad9c86,0mQD5ilmghCieAw6E6YFrd,4q3ewBCX7sLwd24euuV69X,790FomKkXshlbRYZFtlgla
Bad Bunny,Becky G,2,Mayores,"Becky G, Bad Bunny",https://p.scdn.co/mp3-preview/9430fe0d90a415dad3c2de3c06120ac1706c1f82?cid=774b29d4f13844c495f206cafdad9c86,2AY1UAimvTqjJC8vDJsOyy,4q3ewBCX7sLwd24euuV69X,4obzFoKoKRHIphyHzJ35G3
Bad Bunny,Amenazzy,1,Lean,"Amenazzy, Bad Bunny, Lito Kirino",https://p.scdn.co/mp3-preview/e698586ea07664b0624f4fbcb2d2f6137d4a4078?cid=774b29d4f13844c495f206cafdad9c86,4zQJf65ZNkPgEl3i622bbA,4q3ewBCX7sLwd24euuV69X,6kq4GHwUcUojGIu0ziSNXf
Bad Bunny,Lito Kirino,1,Lean,"Amenazzy, Bad Bunny, Lito Kirino",https://p.scdn.co/mp3-preview/e698586ea07664b0624f4fbcb2d2f6137d4a4078?cid=774b29d4f13844c495f206cafdad9c86,4zQJf65ZNkPgEl3i622bbA,4q3ewBCX7sLwd24euuV69X,68w2t0wbrGnxSIUHzWs5bt
Bad Bunny,Nacho,1,Báilame - Remix,"Nacho, Yandel, Bad Bunny, Mambo Kingz, DJ Luian",https://p.scdn.co/mp3-preview/2aaf4fad0a9312f40609ad7a3d02a5687b619578?cid=774b29d4f13844c495f206cafdad9c86,4l3xGFwoTinvYxsePytOOf,4q3ewBCX7sLwd24euuV69X,2ayNSoKPCRAfjp6hQ76hRu
Bad Bunny,DJ Luian,5,Diles,"Bad Bunny, Ozuna, Farruko, Arcangel, Ñengo Flow, DJ Luian, Mambo Kingz",https://p.scdn.co/mp3-preview/0a4fa12dea105b71d7e0a9facddc6b8cfe138af5?cid=774b29d4f13844c495f206cafdad9c86,6C1RD7YQVvt3YQj0CmuTeu,4q3ewBCX7sLwd24euuV69X,64aJYyrXljOodnUG6jvhRD
Bad Bunny,Almighty,7,Me Mata,"Bad Bunny, Mambo Kingz, DJ Luian, Arcangel, Almighty, Bryant Myers, Noriel, Baby Rasta, Brytiago",https://p.scdn.co/mp3-preview/f91a153f4e47c4a6fc9fe768fb51593f3a4f8b86?cid=774b29d4f13844c495f206cafdad9c86,2wgDAPgBhFA7pnIbm0YOhP,4q3ewBCX7sLwd24euuV69X,6P6GTRTigHBp8ZesNtpCKH
Bad Bunny,Quimico Ultra Mega,3,Me Llueven 2,"Bad Bunny, Almighty, Denyerkin, Quimico Ultra Mega, El Fother",https://p.scdn.co/mp3-preview/eca83cfe78e36359335369e329e9c5fe73bbc2f0?cid=774b29d4f13844c495f206cafdad9c86,7oZKzSymWd6cTXX4sEYiXo,4q3ewBCX7sLwd24euuV69X,3tZdknQnzsVIIdaGCTj4RX
Bad Bunny,Mark B.,1,Me Llueven (Extended Version),"Bad Bunny, Mark B., Poeta Callejero, Almighty, Quimico Ultra Mega, Denyerkin, El Fother, Bryant Myers, Noriel, Kevin Roldan",https://p.scdn.co/mp3-preview/4e3646497d1c79fdc8b8e1fa7996b5330c2353a3?cid=774b29d4f13844c495f206cafdad9c86,4Mp0gqjE6eqY8LT4UZPTZq,4q3ewBCX7sLwd24euuV69X,0zZJhc1T0zBurhnBwQ2fcu
Bad Bunny,Kevin Roldan,3,Me Llueven 3.0,"Bad Bunny, Kevin Roldan, Noriel, Bryant Myers, Almighty",https://p.scdn.co/mp3-preview/965431c18119ecc8c6a2cf3003c384edb141a20e?cid=774b29d4f13844c495f206cafdad9c86,7b59ZUw0TkGZuE0HNeiuc4,4q3ewBCX7sLwd24euuV69X,1RBzGO6Nm3uyhUSxP7EDWO
Bad Bunny,Messiah,1,Give It Up,"Breakfast n Vegas, Messiah, Bad Bunny, Tory Lanez, DJ Yonny",https://p.scdn.co/mp3-preview/0d4861d71847349121e3da1eb1722dbc8211f6be?cid=774b29d4f13844c495f206cafdad9c86,5dhOWHLE6k2uBeKRwDOniw,4q3ewBCX7sLwd24euuV69X,0tR60pwxQ5WKjPxQcKoCQ7
Bad Bunny,Baby Rasta,1,Me Mata,"Bad Bunny, Mambo Kingz, DJ Luian, Arcangel, Almighty, Bryant Myers, Noriel, Baby Rasta, Brytiago",https://p.scdn.co/mp3-preview/f91a153f4e47c4a6fc9fe768fb51593f3a4f8b86?cid=774b29d4f13844c495f206cafdad9c86,2wgDAPgBhFA7pnIbm0YOhP,4q3ewBCX7sLwd24euuV69X,0GgyFUpOyzWDRDqx8FCTDN
Bad Bunny,Lary Over,1,Trepate,"Sixto Rein, Lary Over, Bad Bunny, EZ El Ezeta",https://p.scdn.co/mp3-preview/0b2a3f86c99aafcfe676624cedbd3e6d54e22dd1?cid=774b29d4f13844c495f206cafdad9c86,54Jbp9l25XPwT0hXvpULRh,4q3ewBCX7sLwd24euuV69X,1jSjfSgDjedJdi5MoyRu78
Bad Bunny,Jory Boy,1,No Te Hagas,"Jory Boy, Bad Bunny",https://p.scdn.co/mp3-preview/88bd032542da46dbf95d2e27c0b39c378625c393?cid=774b29d4f13844c495f206cafdad9c86,5hKjEpYrJIJs6uPl7zw6Y6,4q3ewBCX7sLwd24euuV69X,5lFhCi03HDneWzvCxGctrT
Bad Bunny,Trap Capos,1,Amigos y Enemigos (feat. Bad Bunny & Almighty) - Remix,"Trap Capos, Noriel, Bad Bunny, Almighty",https://p.scdn.co/mp3-preview/d741ef4f27a96873d7a0eb624c220f8b5009ea6a?cid=774b29d4f13844c495f206cafdad9c86,2sA4woGW5KgEgGXXxOKPAZ,4q3ewBCX7sLwd24euuV69X,2pQAUIesBqfT87PaM1ijtk
Bad Bunny,Justin Quiles,1,Crecia,"Justin Quiles, Bad Bunny, Almighty",https://p.scdn.co/mp3-preview/f61520115d6fae7e00e793590bdc1773acb10914?cid=774b29d4f13844c495f206cafdad9c86,7GfSJBI4qbAG40RTa9jhVu,4q3ewBCX7sLwd24euuV69X,14zUHaJZo1mnYtn6IBRaRP
